ID,score
4414,2
4415,1
4416,2
4417,1
4418,1
4419,1
4420,1
4421,2
4422,2
4423,1
4424,1
4425,1
4426,1
4427,1
4428,1
4429,1
4430,1
4431,1
4432,1
4433,2
4434,1
4435,1
4436,1
4437,1
4438,2
4439,1
4440,1
4441,1
4442,1
4443,2
4444,1
4445,1
4446,1
4447,1
4448,2
4449,1
4450,1
4451,2
4452,2
4453,2
4454,1
4455,2
4456,1
4457,1
4458,2
4459,1
4460,1
4461,2
4462,1
4463,1
4464,1
4465,1
4466,2
4467,1
4468,1
4469,1
4470,1
4471,1
4472,1
4473,2
4474,1
4475,2
4476,2
4477,1
4478,1
4479,1
4480,1
4481,1
4482,1
4483,1
4484,1
4485,2
4486,1
4487,1
4488,2
4489,1
4490,1
4491,1
4492,1
4493,1
4494,1
4495,1
4496,2
4497,1
4498,1
4499,1
4500,1
4501,1
4502,2
4503,1
4504,1
4505,1
4506,2
4507,1
4508,2
4509,1
4510,2
4511,2
4512,1
4513,1
4514,1
4515,1
4516,1
4517,1
4518,1
4519,1
4520,2
4521,1
4522,1
4523,1
4524,1
4525,1
4526,1
4527,1
4528,1
4529,1
4530,1
4531,2
4532,1
4533,1
4534,1
4535,1
4536,2
4537,1
4538,1
4539,1
4540,2
4541,1
4542,1
4543,2
4544,1
4545,1
4546,1
4547,1
4548,1
4549,1
4550,1
4551,1
4552,1
4553,1
4554,1
4555,1
4556,1
4557,1
4558,1
4559,1
4560,1
4561,1
4562,1
4563,1
4564,1
4565,1
4566,1
4567,1
4568,1
4569,1
4570,1
4571,1
4572,1
4573,1
4574,2
4575,1
4576,1
4577,1
4578,1
4579,2
4580,2
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,2
4588,1
4589,1
4590,1
4591,1
4592,1
4593,1
4594,1
4595,1
4596,1
4597,1
4598,1
4599,1
4600,1
4601,1
4602,1
4603,2
4604,2
4605,1
4606,1
4607,1
4608,1
4609,1
4610,2
4611,2
4612,1
4613,1
4614,1
4615,1
4616,1
4617,1
4618,1
4619,1
4620,1
4621,1
4622,2
4623,1
4624,1
4625,1
4626,1
4627,1
4628,1
4629,1
4630,1
4631,1
4632,1
4633,1
4634,1
4635,1
4636,1
4637,1
4638,1
4639,1
4640,1
4641,1
4642,1
4643,1
4644,1
4645,1
4646,1
4647,2
4648,1
4649,1
4650,1
4651,1
4652,1
4653,1
4654,1
4655,1
4656,1
4657,1
4658,1
4659,1
4660,1
4661,1
4662,1
4663,1
4664,2
4665,1
4666,1
4667,1
4668,1
4669,1
4670,1
4671,1
4672,1
4673,2
4674,2
4675,1
4676,1
4677,1
4678,1
4679,2
4680,1
4681,1
4682,1
4683,2
4684,1
4685,2
4686,1
4687,1
4688,2
4689,1
4690,1
4691,1
4692,2
4693,1
4694,1
4695,2
4696,1
4697,1
4698,1
4699,1
4700,1
4701,1
4702,1
4703,1
4704,1
4705,1
4706,1
4707,1
4708,1
4709,2
4710,1
4711,1
4712,1
4713,1
4714,1
4715,1
4716,1
4717,1
4718,2
4719,1
4720,1
4721,1
4722,1
4723,1
4724,1
4725,1
4726,1
4727,1
4728,1
4729,2
4730,1
4731,1
4732,1
4733,1
4734,1
4735,1
4736,2
4737,1
4738,1
4739,1
4740,1
4741,1
4742,1
4743,1
4744,1
4745,1
4746,1
4747,1
4748,1
4749,1
4750,1
4751,1
4752,1
4753,1
4754,1
4755,2
4756,1
4757,1
4758,1
4759,1
4760,1
4761,2
4762,1
4763,1
4764,1
4765,1
4766,1
4767,2
4768,1
4769,1
4770,2
4771,1
4772,1
4773,1
4774,1
4775,1
4776,1
4777,2
4778,1
4779,1
4780,2
4781,1
4782,2
4783,1
4784,1
4785,1
4786,1
4787,1
4788,1
4789,1
4790,1
4791,2
4792,1
4793,1
4794,1
4795,1
4796,1
4797,2
4798,1
4799,1
4800,1
4801,1
4802,1
4803,1
4804,1
4805,1
4806,1
4807,1
4808,1
4809,1
4810,2
4811,1
4812,1
4813,1
4814,1
4815,1
4816,1
4817,1
4818,1
4819,1
4820,1
4821,1
4822,1
4823,1
4824,2
4825,1
4826,1
4827,1
4828,1
4829,1
4830,1
4831,1
4832,1
4833,1
4834,1
4835,1
4836,1
4837,1
4838,2
4839,2
4840,1
4841,1
4842,1
4843,1
4844,1
4845,1
4846,2
4847,1
4848,2
4849,2
4850,1
4851,1
4852,1
4853,2
4854,1
4855,1
4856,1
4857,1
4858,1
4859,1
4860,1
4861,1
4862,1
4863,1
4864,2
4865,1
4866,1
4867,1
4868,1
4869,1
4870,1
4871,1
4872,1
4873,2
4874,1
4875,1
4876,1
4877,2
4878,1
4879,1
4880,1
4881,1
4882,1
4883,2
4884,1
4885,1
4886,1
4887,2
4888,1
4889,1
4890,1
4891,2
4892,1
4893,1
4894,1
4895,2
4896,1
4897,1
4898,1
4899,1
4900,2
4901,1
4902,1
4903,1
4904,1
4905,2
4906,1
4907,1
4908,2
4909,1
4910,1
4911,1
4912,2
4913,2
4914,2
4915,2
4916,2
4917,1
4918,1
4919,1
4920,2
4921,1
4922,1
4923,1
4924,1
4925,2
4926,1
4927,1
4928,2
4929,1
4930,1
4931,1
4932,1
4933,1
4934,1
4935,1
4936,1
4937,2
4938,1
4939,1
4940,1
4941,1
4942,2
4943,1
4944,1
4945,1
4946,1
4947,1
4948,1
4949,1
4950,1
4951,1
4952,2
4953,1
4954,1
4955,1
4956,1
4957,1
4958,1
4959,1
4960,1
4961,1
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,2
4970,1
4971,1
4972,1
4973,1
4974,1
4975,1
4976,2
4977,1
4978,1
4979,1
4980,1
4981,2
4982,1
4983,1
4984,1
4985,1
4986,1
4987,1
4988,1
4989,1
4990,1
4991,1
4992,1
4993,1
4994,1
4995,1
4996,1
4997,2
4998,1
4999,1
5000,1
5001,1
5002,1
5003,1
5004,1
5005,1
5006,1
5007,1
5008,1
5009,1
5010,1
5011,1
5012,1
5013,1
5014,1
5015,1
5016,1
5017,1
5018,1
5019,1
5020,2
5021,1
5022,1
5023,1
5024,1
5025,1
5026,1
5027,2
5028,1
5029,1
5030,1
5031,1
5032,2
5033,1
5034,1
5035,1
5036,1
5037,1
5038,1
5039,2
5040,1
5041,1
5042,1
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,1
5050,1
5051,1
5052,1
5053,1
5054,1
5055,1
5056,1
5057,1
5058,2
5059,1
5060,1
5061,1
5062,1
5063,1
5064,1
5065,1
5066,1
5067,1
5068,2
5069,1
5070,1
5071,1
5072,1
5073,1
5074,1
5075,1
5076,1
5077,1
5078,1
5079,1
5080,1
5081,1
5082,1
5083,2
5084,1
5085,1
5086,1
5087,1
5088,1
5089,1
5090,1
5091,1
5092,2
5093,1
5094,1
5095,1
5096,2
5097,1
5098,1
5099,1
5100,1
5101,1
5102,1
5103,1
5104,1
5105,1
5106,1
5107,1
5108,1
5109,1
5110,1
5111,1
5112,1
5113,1
5114,1
5115,1
5116,1
5117,1
5118,1
5119,1
5120,1
5121,1
5122,1
5123,1
5124,2
5125,1
5126,1
5127,1
5128,1
5129,1
5130,1
5131,1
5132,2
5133,1
5134,1
5135,1
5136,1
5137,1
5138,1
5139,1
5140,1
5141,1
5142,1
5143,1
5144,1
5145,1
5146,1
5147,1
5148,1
5149,1
5150,1
5151,1
5152,1
5153,1
5154,1
5155,1
5156,2
5157,1
5158,2
5159,1
5160,1
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,1
5169,1
5170,1
5171,1
5172,2
5173,2
5174,2
5175,1
5176,1
5177,1
5178,1
5179,1
5180,1
5181,1
5182,1
5183,1
5184,1
5185,1
5186,1
5187,1
5188,1
5189,1
5190,1
5191,1
5192,1
5193,1
5194,1
5195,1
5196,1
5197,1
5198,1
5199,2
5200,1
5201,1
5202,1
5203,1
5204,1
5205,2
5206,1
5207,1
5208,1
5209,1
5210,1
5211,1
5212,1
5213,2
5214,1
5215,2
5216,1
5217,1
5218,2
5219,1
5220,1
5221,1
5222,1
5223,1
5224,1
5225,2
5226,2
5227,1
5228,1
5229,1
5230,1
5231,1
5232,1
5233,1
5234,2
5235,1
5236,1
5237,1
5238,1
5239,1
5240,1
5241,1
5242,1
5243,1
5244,1
5245,1
5246,1
5247,2
5248,1
5249,1
5250,1
5251,1
5252,1
5253,1
5254,2
5255,1
5256,1
5257,1
5258,1
5259,2
5260,2
5261,1
5262,1
5263,1
5264,2
5265,1
5266,2
5267,1
5268,1
5269,1
5270,1
5271,1
5272,1
5273,1
5274,1
5275,1
5276,1
5277,2
5278,1
5279,1
5280,1
5281,1
5282,1
5283,1
5284,1
5285,1
5286,2
5287,1
5288,2
5289,1
5290,1
5291,1
5292,1
5293,1
5294,1
5295,1
5296,1
5297,1
5298,2
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,1
5307,1
5308,1
5309,1
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,1
5318,1
5319,2
5320,1
5321,1
5322,1
5323,1
5324,2
5325,1
5326,1
5327,1
5328,1
5329,1
5330,1
5331,1
5332,1
5333,1
5334,1
5335,2
5336,1
5337,1
5338,1
5339,1
5340,1
5341,1
5342,2
5343,1
5344,1
5345,2
5346,1
5347,1
5348,1
5349,1
5350,1
5351,1
5352,1
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,2
5360,1
5361,1
5362,2
5363,2
5364,1
5365,1
5366,1
5367,1
5368,1
5369,1
5370,1
5371,1
5372,1
5373,1
5374,1
5375,1
5376,1
5377,1
5378,1
5379,1
5380,1
5381,1
5382,1
5383,1
5384,1
5385,2
5386,1
5387,1
5388,1
5389,1
5390,1
5391,2
5392,1
5393,2
5394,2
5395,1
5396,1
5397,1
5398,1
5399,1
5400,2
5401,1
5402,1
5403,1
5404,1
5405,1
5406,1
5407,1
5408,1
5409,2
5410,1
5411,1
5412,1
5413,1
5414,2
5415,1
5416,1
5417,1
5418,1
5419,1
5420,1
5421,1
5422,1
5423,1
5424,1
5425,1
5426,1
5427,1
5428,1
5429,1
5430,1
5431,1
5432,1
5433,2
5434,1
5435,2
5436,1
5437,1
5438,1
5439,1
5440,1
5441,1
5442,1
5443,1
5444,1
5445,1
5446,1
5447,1
5448,1
5449,2
5450,1
5451,1
5452,1
5453,1
5454,1
5455,1
5456,1
5457,1
5458,1
5459,2
5460,1
5461,1
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,1
5469,1
5470,1
5471,2
5472,1
5473,1
5474,1
5475,1
5476,1
5477,1
5478,1
5479,1
5480,1
5481,1
5482,1
5483,2
5484,2
5485,1
5486,2
5487,1
5488,1
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,2
5496,1
5497,1
5498,1
5499,1
5500,1
5501,1
5502,1
5503,1
5504,1
5505,1
5506,1
5507,2
5508,1
5509,1
5510,1
5511,1
5512,1
5513,1
5514,1
5515,1
5516,2
5517,1
5518,1
5519,1
5520,1
5521,1
5522,1
5523,1
5524,1
5525,1
5526,1
5527,1
5528,1
5529,1
5530,1
5531,1
5532,1
5533,1
5534,1
5535,1
5536,1
5537,2
5538,1
5539,1
5540,1
5541,1
5542,1
5543,1
5544,1
5545,1
5546,1
5547,1
5548,1
5549,1
5550,1
5551,2
5552,1
5553,1
5554,1
5555,1
5556,1
5557,1
5558,1
5559,1
5560,1
5561,1
5562,1
5563,1
5564,1
5565,1
5566,1
5567,1
5568,1
5569,1
5570,1
5571,2
5572,1
5573,2
5574,1
5575,1
5576,1
5577,1
5578,2
5579,1
5580,1
5581,1
5582,1
5583,1
5584,1
5585,1
5586,1
5587,1
5588,1
5589,1
5590,1
5591,1
5592,1
5593,2
5594,1
5595,2
5596,1
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,1
5604,1
5605,1
5606,1
5607,1
5608,1
5609,2
5610,1
5611,1
5612,1
5613,2
5614,2
5615,2
5616,1
5617,1
5618,1
5619,1
5620,1
5621,1
5622,1
5623,1
5624,1
5625,1
5626,2
5627,2
5628,1
5629,1
5630,1
5631,1
5632,1
5633,1
5634,1
5635,1
5636,1
5637,2
5638,1
5639,1
5640,1
5641,1
5642,1
5643,1
5644,2
5645,1
5646,1
5647,1
5648,1
5649,1
5650,1
5651,1
5652,1
5653,1
5654,1
5655,1
5656,1
5657,1
5658,1
5659,1
5660,1
5661,1
5662,1
5663,1
5664,2
5665,1
5666,1
5667,1
5668,1
5669,1
5670,1
5671,1
5672,1
5673,2
5674,1
5675,2
5676,1
5677,2
5678,1
5679,1
5680,1
5681,2
5682,1
5683,1
5684,1
5685,1
5686,2
5687,2
5688,1
5689,1
5690,1
5691,1
5692,1
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,1
5702,1
5703,2
5704,2
5705,1
5706,1
5707,1
5708,1
5709,2
5710,1
5711,2
5712,2
5713,1
5714,1
5715,1
5716,1
5717,1
5718,2
5719,1
5720,1
5721,2
5722,1
5723,1
5724,1
5725,1
5726,1
5727,1
5728,1
5729,1
5730,1
5731,1
5732,1
5733,1
5734,1
5735,1
5736,1
5737,1
5738,1
5739,1
5740,1
5741,1
5742,1
5743,1
5744,1
5745,1
5746,2
5747,1
5748,1
5749,1
5750,1
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,1
5758,1
5759,1
5760,1
5761,1
5762,1
5763,1
5764,1
5765,1
5766,1
5767,2
5768,2
5769,1
5770,1
5771,1
5772,1
5773,2
5774,1
5775,2
5776,1
5777,1
5778,1
5779,1
5780,2
5781,1
5782,1
5783,1
5784,1
5785,1
5786,1
5787,1
5788,1
5789,1
5790,1
5791,1
5792,2
5793,2
5794,1
5795,1
5796,1
5797,1
5798,2
5799,1
5800,1
5801,1
5802,1
5803,1
5804,1
5805,1
5806,1
5807,1
5808,1
5809,1
5810,1
5811,1
5812,1
5813,1
5814,1
5815,1
5816,1
5817,1
5818,1
5819,1
5820,1
5821,1
5822,1
5823,1
5824,2
5825,1
5826,1
5827,1
5828,1
5829,1
5830,1
5831,1
5832,1
5833,1
5834,1
5835,2
5836,1
5837,2
5838,1
5839,1
5840,1
5841,1
5842,1
5843,1
5844,2
5845,1
5846,1
5847,1
5848,2
5849,1
5850,1
5851,1
5852,2
5853,2
5854,2
5855,2
5856,1
5857,1
5858,1
5859,1
5860,1
5861,1
5862,2
5863,1
5864,2
5865,1
5866,1
5867,1
5868,1
5869,1
5870,2
5871,1
5872,1
5873,1
5874,1
5875,1
5876,1
5877,1
5878,2
5879,1
5880,1
5881,1
5882,1
5883,1
5884,1
5885,2
5886,1
5887,1
5888,1
5889,1
5890,1
5891,1
5892,1
5893,1
5894,1
5895,1
5896,1
5897,1
5898,1
5899,1
5900,1
5901,1
5902,1
5903,1
5904,1
5905,1
5906,1
5907,2
5908,1
5909,2
5910,1
5911,1
5912,1
5913,1
5914,2
5915,1
5916,1
5917,1
5918,2
5919,1
5920,1
5921,2
5922,1
5923,1
5924,1
5925,2
5926,1
5927,2
5928,1
5929,1
5930,1
5931,1
5932,1
5933,1
5934,1
5935,2
5936,2
5937,1
5938,1
5939,1
5940,1
5941,1
5942,1
5943,1
5944,1
5945,2
5946,1
5947,2
5948,1
5949,1
5950,2
5951,1
5952,1
5953,1
5954,1
5955,1
5956,1
5957,2
5958,2
5959,1
5960,1
5961,2
5962,1
5963,1
5964,2
5965,1
5966,1
5967,1
5968,1
5969,1
5970,1
5971,1
5972,1
5973,1
5974,2
5975,2
5976,1
5977,1
5978,1
5979,1
5980,1
5981,1
5982,1
5983,1
5984,1
5985,1
5986,1
5987,1
5988,1
5989,1
5990,2
5991,1
5992,1
5993,1
5994,1
5995,1
5996,1
5997,2
5998,1
5999,2
6000,1
6001,1
6002,1
6003,1
6004,1
6005,1
6006,1
6007,2
6008,1
6009,1
6010,1
6011,1
6012,1
6013,1
6014,1
6015,1
6016,1
6017,1
6018,1
6019,1
6020,1
6021,1
6022,1
6023,1
6024,1
6025,1
6026,1
6027,2
6028,1
6029,1
6030,2
6031,1
6032,1
6033,1
6034,1
6035,1
6036,1
6037,1
6038,1
6039,1
6040,2
6041,1
6042,1
6043,1
6044,1
6045,1
6046,1
6047,1
6048,1
6049,1
6050,1
6051,2
6052,2
6053,1
6054,2
6055,1
6056,1
6057,1
6058,1
6059,1
6060,1
6061,1
6062,2
6063,1
6064,2
6065,2
6066,1
6067,1
6068,1
6069,1
6070,1
6071,2
6072,1
6073,2
6074,1
6075,1
6076,1
6077,1
6078,2
6079,2
6080,2
6081,1
6082,1
6083,1
6084,1
6085,1
6086,2
6087,1
6088,2
6089,1
6090,1
6091,1
6092,2
6093,2
6094,1
6095,1
6096,2
6097,2
6098,2
6099,1
6100,2
6101,1
6102,1
6103,1
6104,1
6105,1
6106,1
6107,2
6108,2
6109,2
6110,1
6111,1
6112,1
6113,2
6114,2
6115,1
6116,2
6117,2
6118,2
6119,2
6120,2
6121,1
6122,1
6123,1
6124,2
6125,1
6126,2
6127,2
6128,2
6129,2
6130,2
6131,2
6132,2
6133,2
6134,1
6135,2
6136,2
6137,1
6138,1
6139,1
6140,2
6141,1
6142,1
6143,2
6144,2
6145,1
6146,2
6147,1
6148,1
6149,1
6150,2
6151,2
6152,1
6153,1
6154,2
6155,1
6156,1
6157,2
6158,1
6159,1
6160,1
6161,1
6162,1
6163,1
6164,1
6165,2
6166,2
6167,2
6168,2
6169,1
6170,2
6171,1
6172,1
6173,1
6174,1
6175,2
6176,1
6177,1
6178,2
6179,1
6180,1
6181,2
6182,1
6183,2
6184,1
6185,2
6186,2
6187,2
6188,2
6189,2
6190,2
6191,2
6192,2
6193,2
6194,2
6195,2
6196,2
6197,2
6198,2
6199,2
6200,2
6201,2
6202,1
6203,2
6204,2
6205,2
6206,2
6207,1
6208,1
6209,2
6210,2
6211,2
6212,2
6213,2
6214,2
6215,1
6216,2
6217,1
6218,1
6219,1
6220,2
6221,2
6222,1
6223,2
6224,1
6225,2
6226,2
6227,1
6228,1
6229,2
6230,1
6231,1
6232,2
6233,1
6234,1
6235,1
6236,1
6237,2
6238,2
6239,2
6240,2
6241,1
6242,2
6243,2
6244,1
6245,2
6246,2
6247,2
6248,2
6249,2
6250,2
6251,2
6252,1
6253,2
6254,2
6255,1
6256,2
6257,1
6258,1
6259,1
6260,2
6261,2
6262,2
6263,2
6264,1
6265,1
6266,1
6267,1
6268,1
6269,1
6270,1
6271,1
6272,1
6273,1
6274,1
6275,2
6276,2
6277,2
6278,1
6279,1
6280,1
6281,1
6282,1
6283,1
6284,1
6285,1
6286,1
6287,1
6288,1
6289,1
6290,1
6291,1
6292,1
6293,1
6294,1
6295,1
6296,1
6297,1
6298,1
6299,1
6300,1
6301,1
6302,1
6303,1
